Airport Code(Deprt.),Tail Number,Departure Date
ATL,658,12/26/2017
DTW,658,12/27/2017
FLL,658,12/28/2017
DTW,658,12/29/2017
BWI,658,12/30/2017
DTW,658,12/31/2017
MGA,659,12/1/2017
ATL,659,12/2/2017
LGA,659,12/3/2017
ORD,659,12/4/2017
LGA,659,12/5/2017
FLL,659,12/6/2017
ORD,659,12/7/2017
LGA,659,12/8/2017
FLL,659,12/9/2017
DTW,659,12/10/2017
DTW,659,12/11/2017
DTW,659,12/12/2017
DTW,659,12/13/2017
IAH,659,12/14/2017
DTW,659,12/15/2017
STI,659,12/16/2017
FLL,659,12/17/2017
SJO,659,12/18/2017
ACY,659,12/19/2017
MCO,659,12/20/2017
ACY,659,12/21/2017
FLL,659,12/22/2017
ATL,659,12/23/2017
SJO,659,12/24/2017
FLL,659,12/25/2017
ACY,659,12/26/2017
FLL,659,12/27/2017
ACY,659,12/28/2017
FLL,659,12/29/2017
ORD,659,12/30/2017
SJO,659,12/31/2017
DTW,660,12/1/2017
DTW,660,12/2/2017
BWI,660,12/3/2017
DTW,660,12/4/2017
BWI,660,12/5/2017
DTW,660,12/6/2017
DTW,660,12/7/2017
MGA,660,12/8/2017
FLL,660,12/9/2017
MGA,660,12/10/2017
SAP,660,12/11/2017
SAP,660,12/12/2017
MCO,660,12/13/2017
ACY,660,12/14/2017
FLL,660,12/15/2017
EWR,660,12/16/2017
ATL,660,12/17/2017
DTW,660,12/18/2017
LGA,660,12/19/2017
LGA,660,12/20/2017
ORD,660,12/21/2017
FLL,660,12/22/2017
DTW,660,12/23/2017
FLL,660,12/24/2017
FLL,660,12/25/2017
FLL,660,12/26/2017
MCO,660,12/27/2017
SAP,660,12/28/2017
EWR,660,12/29/2017
MGA,660,12/30/2017
ORD,660,12/31/2017
FLL,661,12/1/2017
ORD,661,12/2/2017
FLL,661,12/3/2017
DTW,661,12/4/2017
DTW,661,12/5/2017
DTW,661,12/6/2017
BWI,661,12/7/2017
DTW,661,12/8/2017
BWI,661,12/9/2017
DTW,661,12/10/2017
FLL,661,12/11/2017
MCO,661,12/12/2017
ACY,661,12/13/2017
FLL,661,12/14/2017
MCO,661,12/15/2017
SAP,661,12/16/2017
EWR,661,12/17/2017
FLL,661,12/18/2017
DTW,661,12/19/2017
EWR,661,12/20/2017
EWR,661,12/21/2017
SJO,661,12/22/2017
EWR,661,12/23/2017
FLL,661,12/24/2017
ACY,661,12/25/2017
FLL,661,12/26/2017
ATL,661,12/27/2017
EWR,661,12/28/2017
SJO,661,12/29/2017
EWR,661,12/30/2017
ORD,661,12/31/2017
BQN,662,12/2/2017
FLL,662,12/3/2017
SAP,662,12/4/2017
SAP,662,12/5/2017
SAP,662,12/6/2017
ORD,662,12/7/2017
FLL,662,12/8/2017
SAP,662,12/9/2017
FLL,662,12/10/2017
FLL,662,12/11/2017
ATL,662,12/12/2017
FLL,662,12/13/2017
DTW,662,12/14/2017
ORD,662,12/15/2017
ORD,662,12/16/2017
DTW,662,12/17/2017
LGA,662,12/18/2017
FLL,662,12/19/2017
MCO,662,12/21/2017
FLL,662,12/22/2017
FLL,662,12/23/2017
ORD,662,12/24/2017
FLL,662,12/25/2017
MCO,662,12/26/2017
SAP,662,12/27/2017
MCO,662,12/28/2017
SAP,662,12/29/2017
DTW,662,12/30/2017
STI,662,12/31/2017
ORD,663,12/1/2017
LGA,663,12/2/2017
FLL,663,12/3/2017
MCO,663,12/4/2017
FLL,663,12/5/2017
SJO,663,12/6/2017
ATL,663,12/7/2017
IAH,663,12/8/2017
IAH,663,12/9/2017
IAH,663,12/10/2017
ATL,663,12/11/2017
IAH,663,12/12/2017
MCO,663,12/14/2017
SAP,663,12/15/2017
ACY,663,12/16/2017
FLL,663,12/17/2017
ORD,663,12/18/2017
MGA,663,12/19/2017
ACY,663,12/20/2017
FLL,663,12/21/2017
ORD,663,12/22/2017
MGA,663,12/23/2017
EWR,663,12/24/2017
SJO,663,12/25/2017
ORD,663,12/26/2017
MGA,663,12/27/2017
ORD,663,12/28/2017
MGA,663,12/29/2017
MCO,663,12/30/2017
MGA,663,12/31/2017
DTW,664,12/1/2017
ORD,664,12/2/2017
DTW,664,12/3/2017
LGA,664,12/4/2017
FLL,664,12/5/2017
FLL,664,12/6/2017
FLL,664,12/7/2017
FLL,664,12/8/2017
ORD,664,12/9/2017
FLL,664,12/10/2017
DTW,664,12/11/2017
FLL,664,12/12/2017
SAP,664,12/13/2017
ATL,664,12/14/2017
DTW,664,12/15/2017
LGA,664,12/16/2017
LGA,664,12/17/2017
FLL,664,12/18/2017
ORD,664,12/19/2017
FLL,664,12/20/2017
DTW,664,12/21/2017
DTW,664,12/22/2017
STI,664,12/23/2017
ORD,664,12/24/2017
MGA,664,12/25/2017
SAP,664,12/26/2017
ACY,664,12/27/2017
FLL,664,12/28/2017
ACY,664,12/29/2017
FLL,664,12/30/2017
ACY,664,12/31/2017
ORD,665,12/1/2017
ORD,665,12/2/2017
ORD,665,12/3/2017
FLL,665,12/4/2017
ORD,665,12/5/2017
DTW,665,12/6/2017
LGA,665,12/7/2017
FLL,665,12/8/2017
ACY,665,12/9/2017
FLL,665,12/10/2017
ORD,665,12/11/2017
MGA,665,12/12/2017
LGA,665,12/13/2017
DTW,665,12/14/2017
BWI,665,12/15/2017
DTW,665,12/16/2017
BWI,665,12/17/2017
DTW,665,12/18/2017
DTW,665,12/19/2017
DTW,665,12/20/2017
DTW,665,12/21/2017
STI,665,12/22/2017
FLL,665,12/23/2017
FLL,665,12/24/2017
ATL,665,12/25/2017
IAH,665,12/26/2017
ATL,665,12/27/2017
IAH,665,12/28/2017
ATL,665,12/29/2017
ATL,665,12/30/2017
ATL,665,12/31/2017
ATL,667,12/1/2017
IAH,667,12/2/2017
ATL,667,12/3/2017
FLL,667,12/4/2017
DTW,667,12/5/2017
BWI,667,12/6/2017
DTW,667,12/7/2017
SAP,667,12/8/2017
FLL,667,12/9/2017
FLL,667,12/10/2017
ACY,667,12/11/2017
FLL,667,12/12/2017
DTW,667,12/13/2017
SAP,667,12/14/2017
DTW,667,12/15/2017
DTW,667,12/16/2017
DTW,667,12/17/2017
DTW,667,12/18/2017
BWI,667,12/19/2017
DTW,667,12/20/2017
DTW,667,12/21/2017
BWI,667,12/22/2017
DTW,667,12/23/2017
DTW,667,12/24/2017
DTW,667,12/25/2017
FLL,667,12/26/2017
DTW,667,12/27/2017
SJO,667,12/28/2017
MCO,667,12/29/2017
SAP,667,12/30/2017
EWR,667,12/31/2017
FLL,668,12/1/2017
MCO,668,12/2/2017
MGA,668,12/3/2017
ATL,668,12/4/2017
ORD,668,12/5/2017
FLL,668,12/6/2017
DTW,668,12/7/2017
DTW,668,12/8/2017
DTW,668,12/9/2017
DTW,668,12/10/2017
BWI,668,12/11/2017
DTW,668,12/12/2017
DTW,668,12/13/2017
RSW,668,12/14/2017
STI,668,12/15/2017
ORD,668,12/16/2017
STI,668,12/17/2017
MCO,668,12/18/2017
FLL,668,12/19/2017
ORD,668,12/20/2017
MGA,668,12/21/2017
MGA,668,12/22/2017
MCO,668,12/23/2017
SAP,668,12/24/2017
ORD,668,12/25/2017
MGA,668,12/26/2017
EWR,668,12/27/2017
FLL,668,12/28/2017
ORD,668,12/29/2017
FLL,668,12/30/2017
MCO,668,12/31/2017
SAP,669,12/1/2017
ACY,669,12/2/2017
FLL,669,12/3/2017
EWR,669,12/4/2017
ATL,669,12/5/2017
EWR,669,12/6/2017
FLL,669,12/7/2017
MCO,669,12/8/2017
FLL,669,12/9/2017
FLL,669,12/10/2017
FLL,669,12/11/2017
FLL,669,12/12/2017
FLL,669,12/13/2017
FLL,669,12/14/2017
SJO,669,12/15/2017
FLL,669,12/16/2017
MCO,669,12/17/2017
ORD,669,12/18/2017
ORD,669,12/19/2017
FLL,669,12/20/2017
ORD,669,12/21/2017
SAP,669,12/22/2017
ORD,669,12/23/2017
MGA,669,12/24/2017
DTW,669,12/25/2017
BWI,669,12/26/2017
DTW,669,12/27/2017
LGA,669,12/28/2017
DTW,669,12/29/2017
STI,669,12/30/2017
FLL,669,12/31/2017
ORD,670,12/1/2017
SJO,670,12/2/2017
ORD,670,12/3/2017
DTW,670,12/4/2017
MGA,670,12/5/2017
FLL,670,12/6/2017
SAP,670,12/7/2017
EWR,670,12/8/2017
SJO,670,12/9/2017
EWR,670,12/10/2017
ATL,670,12/11/2017
DTW,670,12/12/2017
FLL,670,12/13/2017
SJO,670,12/14/2017
FLL,670,12/15/2017
SJO,670,12/16/2017
SJO,670,12/17/2017
ACY,670,12/18/2017
FLL,670,12/19/2017
FLL,670,12/20/2017
ATL,670,12/21/2017
ATL,670,12/22/2017
LGA,670,12/23/2017
DTW,670,12/24/2017
ORD,670,12/25/2017
EWR,670,12/26/2017
FLL,670,12/27/2017
FLL,670,12/28/2017
FLL,670,12/29/2017
ORD,670,12/30/2017
SAP,670,12/31/2017
FLL,671,12/1/2017
EWR,671,12/2/2017
ATL,671,12/3/2017
IAH,671,12/4/2017
ATL,671,12/5/2017
IAH,671,12/6/2017
ATL,671,12/7/2017
DTW,671,12/8/2017
ORD,671,12/9/2017
ORD,671,12/10/2017
LGA,671,12/11/2017
FLL,671,12/12/2017
ORD,671,12/13/2017
MGA,671,12/14/2017
ACY,671,12/15/2017
FLL,671,12/16/2017
ORD,671,12/17/2017
MGA,671,12/18/2017
FLL,671,12/19/2017
MGA,671,12/20/2017
FLL,671,12/21/2017
EWR,671,12/22/2017
SJO,671,12/23/2017
DTW,671,12/24/2017
FLL,671,12/25/2017
FLL,671,12/26/2017
FLL,671,12/27/2017
BWI,671,12/28/2017
DTW,671,12/29/2017
FLL,671,12/30/2017
DTW,671,12/31/2017
DTW,672,12/1/2017
DTW,672,12/2/2017
FLL,672,12/3/2017
FLL,672,12/4/2017
MCO,672,12/5/2017
ACY,672,12/6/2017
MGA,672,12/7/2017
DTW,672,12/8/2017
FLL,672,12/9/2017
MCO,672,12/10/2017
MGA,672,12/11/2017
EWR,672,12/12/2017
SJO,672,12/13/2017
FLL,672,12/14/2017
EWR,672,12/15/2017
ATL,672,12/16/2017
FLL,672,12/17/2017
EWR,672,12/18/2017
ATL,672,12/19/2017
IAH,672,12/20/2017
IAH,672,12/21/2017
ATL,672,12/22/2017
ATL,672,12/23/2017
ATL,672,12/24/2017
ATL,672,12/25/2017
FLL,672,12/26/2017
ORD,672,12/27/2017
MGA,672,12/28/2017
ATL,672,12/29/2017
IAH,672,12/30/2017
ATL,672,12/31/2017
PBG,673,12/1/2017
FLL,673,12/2/2017
DTW,673,12/3/2017
MGA,673,12/4/2017
EWR,673,12/5/2017
FLL,673,12/6/2017
DFW,673,12/7/2017
FLL,673,12/8/2017
DTW,673,12/9/2017
SJO,673,12/10/2017
EWR,673,12/11/2017
FLL,673,12/12/2017
ORD,673,12/13/2017
LGA,673,12/14/2017
FLL,673,12/15/2017
MCO,673,12/16/2017
SAP,673,12/17/2017
FLL,673,12/18/2017
DTW,673,12/19/2017
BWI,673,12/20/2017
ATL,673,12/21/2017
IAH,673,12/22/2017
ATL,673,12/23/2017
IAH,673,12/24/2017
ATL,673,12/25/2017
ATL,673,12/26/2017
ATL,673,12/27/2017
ATL,673,12/28/2017
ATL,673,12/29/2017
DTW,673,12/30/2017
BWI,673,12/31/2017
EWR,674,12/1/2017
FLL,674,12/2/2017
EWR,674,12/3/2017
FLL,674,12/4/2017
FLL,674,12/5/2017
ORD,674,12/6/2017
FLL,674,12/7/2017
ORD,674,12/8/2017
MGA,674,12/9/2017
ATL,674,12/10/2017
DTW,674,12/11/2017
LGA,674,12/12/2017
EWR,674,12/13/2017
EWR,674,12/14/2017
ATL,674,12/15/2017
DTW,674,12/16/2017
ORD,674,12/17/2017
FLL,674,12/18/2017
EWR,674,12/19/2017
DTW,674,12/20/2017
BWI,674,12/21/2017
DTW,674,12/22/2017
DTW,674,12/23/2017
STI,674,12/24/2017
EWR,674,12/25/2017
SJO,674,12/26/2017
SJO,674,12/27/2017
FLL,674,12/28/2017
FLL,674,12/29/2017
ACY,674,12/30/2017
FLL,674,12/31/2017
LGA,675,12/1/2017
BWI,675,12/2/2017
DTW,675,12/3/2017
BWI,675,12/4/2017
DTW,675,12/5/2017
LGA,675,12/6/2017
SJO,675,12/7/2017
ACY,675,12/8/2017
FLL,675,12/9/2017
ACY,675,12/10/2017
FLL,675,12/11/2017
DTW,675,12/12/2017
BWI,675,12/13/2017
DTW,675,12/14/2017
IAH,675,12/15/2017
IAH,675,12/16/2017
IAH,675,12/17/2017
IAH,675,12/18/2017
ATL,675,12/19/2017
ORD,675,12/20/2017
LGA,675,12/21/2017
ORD,675,12/22/2017
BWI,675,12/23/2017
DTW,675,12/24/2017
BWI,675,12/25/2017
DTW,675,12/26/2017
BWI,675,12/27/2017
DTW,675,12/28/2017
BWI,675,12/29/2017
DTW,675,12/30/2017
FLL,675,12/31/2017
DTW,676,12/1/2017
MGA,676,12/2/2017
SJO,676,12/3/2017
ACY,676,12/4/2017
FLL,676,12/5/2017
ORD,676,12/6/2017
DTW,676,12/7/2017
ORD,676,12/8/2017
LGA,676,12/9/2017
DTW,676,12/10/2017
FLL,676,12/11/2017
ORD,676,12/12/2017
ATL,676,12/13/2017
IAH,676,12/14/2017
ATL,676,12/15/2017
IAH,676,12/16/2017
ATL,676,12/17/2017
IAH,676,12/18/2017
IAH,676,12/19/2017
IAH,676,12/20/2017
ATL,676,12/21/2017
LGA,676,12/22/2017
ORD,676,12/23/2017
LGA,676,12/24/2017
LGA,676,12/25/2017
DTW,676,12/26/2017
LGA,676,12/27/2017
DTW,676,12/28/2017
LGA,676,12/29/2017
LGA,676,12/30/2017
LGA,676,12/31/2017
ATL,677,12/1/2017
FLL,677,12/2/2017
MCO,677,12/3/2017
PBG,677,12/4/2017
ACY,677,12/5/2017
MCO,677,12/7/2017
FLL,677,12/8/2017
MCO,677,12/9/2017
BWI,677,12/10/2017
FLL,677,12/13/2017
ORD,677,12/14/2017
LGA,677,12/15/2017
FLL,677,12/16/2017
DTW,677,12/17/2017
SAP,677,12/18/2017
SJO,677,12/19/2017
SJO,677,12/20/2017
FLL,677,12/21/2017
FLL,677,12/22/2017
ACY,677,12/23/2017
FLL,677,12/24/2017
MCO,677,12/25/2017
ORD,677,12/26/2017
FLL,677,12/27/2017
ATL,677,12/28/2017
ORD,677,12/29/2017
SJO,677,12/30/2017
ATL,677,12/31/2017
ACY,678,12/1/2017
FLL,678,12/2/2017
FLL,678,12/3/2017
ORD,678,12/4/2017
FLL,678,12/5/2017
ATL,678,12/6/2017
IAH,678,12/7/2017
ATL,678,12/8/2017
DTW,678,12/9/2017
BWI,678,12/10/2017
DTW,678,12/11/2017
BWI,678,12/12/2017
DTW,678,12/13/2017
BWI,678,12/14/2017
DTW,678,12/15/2017
BWI,678,12/16/2017
DTW,678,12/17/2017
BWI,678,12/18/2017
DTW,678,12/19/2017
DTW,678,12/20/2017
FLL,678,12/21/2017
DTW,678,12/22/2017
FLL,678,12/23/2017
MCO,678,12/24/2017
SAP,678,12/25/2017
ATL,678,12/26/2017
IAH,678,12/27/2017
ATL,678,12/28/2017
IAH,678,12/29/2017
ATL,678,12/30/2017
IAH,678,12/31/2017
BWI,679,12/1/2017
DTW,679,12/2/2017
ORD,679,12/3/2017
ORD,679,12/4/2017
ORD,679,12/7/2017
ORD,679,12/8/2017
ORD,679,12/9/2017
ORD,679,12/10/2017
ORD,679,12/11/2017
ORD,679,12/14/2017
ORD,679,12/15/2017
MGA,679,12/16/2017
ACY,679,12/17/2017
FLL,679,12/18/2017
MCO,679,12/19/2017
STI,679,12/20/2017
SJO,679,12/21/2017
MCO,679,12/22/2017
SAP,679,12/23/2017
ACY,679,12/24/2017
FLL,679,12/25/2017
DTW,679,12/26/2017
STI,679,12/27/2017
DTW,679,12/28/2017
STI,679,12/29/2017
ATL,679,12/30/2017
DTW,679,12/31/2017
FLL,680,12/1/2017
DTW,680,12/2/2017
DTW,680,12/3/2017
DTW,680,12/4/2017
DTW,680,12/5/2017
DTW,680,12/6/2017
ACY,680,12/7/2017
FLL,680,12/8/2017
FLL,680,12/9/2017
ORD,680,12/10/2017
FLL,680,12/11/2017
ACY,680,12/12/2017
ATL,680,12/13/2017
FLL,680,12/14/2017
ORD,680,12/15/2017
ORD,680,12/16/2017
ORD,680,12/17/2017
ORD,680,12/18/2017
ORD,680,12/19/2017
DFW,680,12/20/2017
ORD,680,12/21/2017
ORD,680,12/22/2017
ORD,680,12/23/2017
ORD,680,12/24/2017
ORD,680,12/25/2017
ORD,680,12/26/2017
ORD,680,12/27/2017
ORD,680,12/28/2017
ORD,680,12/29/2017
ORD,680,12/30/2017
ORD,680,12/31/2017
DTW,681,12/2/2017
DFW,681,12/6/2017
FLL,681,12/7/2017
FLL,681,12/8/2017
DTW,681,12/9/2017
FLL,681,12/10/2017
MCO,681,12/11/2017
FLL,681,12/12/2017
FLL,681,12/15/2017
MCO,681,12/16/2017
MCO,681,12/17/2017
IAG,681,12/18/2017
FLL,681,12/19/2017
ATL,681,12/20/2017
FLL,681,12/21/2017
ACY,681,12/22/2017
FLL,681,12/23/2017
ATL,681,12/24/2017
DTW,681,12/25/2017
LGA,681,12/26/2017
ORD,681,12/27/2017
ORD,681,12/28/2017
FLL,681,12/29/2017
FLL,681,12/30/2017
FLL,681,12/31/2017
BFM,682,12/19/2017
DTW,682,12/21/2017
DTW,682,12/22/2017
DTW,682,12/23/2017
BWI,682,12/24/2017
DTW,682,12/25/2017
DTW,682,12/26/2017
DTW,682,12/27/2017
DTW,682,12/28/2017
DTW,682,12/29/2017
DTW,682,12/30/2017
DTW,682,12/31/2017
ACY,901,12/1/2017
MCO,901,12/2/2017
BWI,901,12/3/2017
LAS,901,12/4/2017
DFW,901,12/5/2017
BDL,901,12/6/2017
DFW,901,12/7/2017
DFW,901,12/8/2017
DFW,901,12/9/2017
DFW,901,12/10/2017
DFW,901,12/11/2017
DFW,901,12/14/2017
PHL,901,12/15/2017
FLL,901,12/16/2017
LBE,901,12/17/2017
MCO,901,12/18/2017
FLL,901,12/19/2017
FLL,901,12/21/2017
LBE,901,12/22/2017
MCO,901,12/23/2017
FLL,901,12/24/2017
RSW,901,12/25/2017
DTW,901,12/26/2017
DTW,901,12/27/2017
OAK,901,12/28/2017
ACY,901,12/29/2017
MCO,901,12/30/2017
DTW,901,12/31/2017
DTW,902,12/1/2017
DTW,902,12/2/2017
DTW,902,12/3/2017
RSW,902,12/4/2017
MSP,902,12/5/2017
DTW,902,12/6/2017
MCO,902,12/7/2017
ORD,902,12/8/2017
ATL,902,12/9/2017
ATL,902,12/10/2017
MCO,902,12/11/2017
BWI,902,12/12/2017
MSY,902,12/13/2017
FLL,902,12/16/2017
IAG,902,12/17/2017
ACY,902,12/18/2017
FLL,902,12/19/2017
LAS,902,12/20/2017
DFW,902,12/21/2017
BDL,902,12/22/2017
DFW,902,12/23/2017
EWR,902,12/24/2017
MSP,902,12/25/2017
ATL,902,12/26/2017
MCO,902,12/27/2017
DTW,902,12/28/2017
DTW,902,12/29/2017
MSP,902,12/30/2017
MSP,902,12/31/2017
FLL,903,12/1/2017
ATL,903,12/2/2017
MCO,903,12/3/2017
PHL,903,12/4/2017
DTW,903,12/5/2017
MCO,903,12/6/2017
MSP,903,12/7/2017
ATL,903,12/8/2017
FLL,903,12/9/2017
FLL,903,12/10/2017
LBE,903,12/11/2017
MCO,903,12/12/2017
ACY,903,12/13/2017
MCO,903,12/14/2017
DFW,903,12/15/2017
LAS,903,12/16/2017
DFW,903,12/17/2017
DFW,903,12/18/2017
DFW,903,12/19/2017
DFW,903,12/21/2017
DFW,903,12/23/2017
DTW,903,12/24/2017
DTW,903,12/25/2017
DTW,903,12/26/2017
OAK,903,12/27/2017
ACY,903,12/28/2017
FLL,903,12/29/2017
RSW,903,12/30/2017
DTW,903,12/31/2017
BDL,904,12/1/2017
DFW,904,12/2/2017
DFW,904,12/8/2017
BDL,904,12/9/2017
DFW,904,12/12/2017
DFW,904,12/13/2017
DFW,904,12/14/2017
DFW,904,12/17/2017
DTW,904,12/18/2017
DFW,904,12/20/2017
MSY,904,12/21/2017
IAH,904,12/23/2017
DFW,904,12/24/2017
DFW,904,12/25/2017
BDL,904,12/26/2017
DFW,904,12/27/2017
LAS,904,12/28/2017
DFW,905,12/21/2017
DFW,905,12/22/2017
DFW,905,12/23/2017
DFW,905,12/25/2017
DFW,905,12/26/2017
PHX,905,12/27/2017
PHX,905,12/28/2017
DTW,905,12/29/2017
DTW,905,12/31/2017
